rank,alpha,trainable_layers,lr,weight_decay,num_epochs,pre_train_acc,pre_val_acc,pre_test_acc,final_train_acc,final_val_acc,final_test_acc,train_loss_last,val_loss_last,examples_seen,minutes
4,4,last_layer,5e-05,0.1,20,0.453125,0.53125,0.609375,0.8682692307692308,0.8322147651006712,0.8733333333333333,0.5037569975852967,0.5440738687389776,20800,1.8484226663907368
8,4,last_layer,5e-05,0.1,20,0.453125,0.53125,0.609375,0.8682692307692308,0.8322147651006712,0.8733333333333333,0.5037569975852967,0.5440738687389776,20800,1.8588429768880208
16,4,last_layer,5e-05,0.1,20,0.453125,0.53125,0.609375,0.8682692307692308,0.8322147651006712,0.8733333333333333,0.5037569975852967,0.5440738687389776,20800,1.8513508955637608
32,4,last_layer,5e-05,0.1,20,0.453125,0.53125,0.609375,0.8682692307692308,0.8322147651006712,0.8733333333333333,0.5037569975852967,0.5440738687389776,20800,1.8531452655792235
4,8,last_layer,5e-05,0.1,20,0.453125,0.53125,0.609375,0.8682692307692308,0.8322147651006712,0.8733333333333333,0.5037569975852967,0.5440738687389776,20800,1.8536290009816487
8,8,last_layer,5e-05,0.1,20,0.453125,0.53125,0.609375,0.8682692307692308,0.8322147651006712,0.8733333333333333,0.5037569975852967,0.5440738687389776,20800,1.8457330346107483
16,8,last_layer,5e-05,0.1,20,0.453125,0.53125,0.609375,0.8682692307692308,0.8322147651006712,0.8733333333333333,0.5037569975852967,0.5440738687389776,20800,1.86181267897288
32,8,last_layer,5e-05,0.1,20,0.453125,0.53125,0.609375,0.8682692307692308,0.8322147651006712,0.8733333333333333,0.5037569975852967,0.5440738687389776,20800,1.8516106168429056
4,16,last_layer,5e-05,0.1,20,0.453125,0.53125,0.609375,0.8682692307692308,0.8322147651006712,0.8733333333333333,0.5037569975852967,0.5440738687389776,20800,1.8547983010609943
8,16,last_layer,5e-05,0.1,20,0.453125,0.53125,0.609375,0.8682692307692308,0.8322147651006712,0.8733333333333333,0.5037569975852967,0.5440738687389776,20800,1.8616985042889915
16,16,last_layer,5e-05,0.1,20,0.453125,0.53125,0.609375,0.8682692307692308,0.8322147651006712,0.8733333333333333,0.5037569975852967,0.5440738687389776,20800,1.8540640076001484
32,16,last_layer,5e-05,0.1,20,0.453125,0.53125,0.609375,0.8682692307692308,0.8322147651006712,0.8733333333333333,0.5037569975852967,0.5440738687389776,20800,1.859384779135386
4,32,last_layer,5e-05,0.1,20,0.453125,0.53125,0.609375,0.8682692307692308,0.8322147651006712,0.8733333333333333,0.5037569975852967,0.5440738687389776,20800,1.8541161656379697
8,32,last_layer,5e-05,0.1,20,0.453125,0.53125,0.609375,0.8682692307692308,0.8322147651006712,0.8733333333333333,0.5037569975852967,0.5440738687389776,20800,1.8583053429921468
16,32,last_layer,5e-05,0.1,20,0.453125,0.53125,0.609375,0.8682692307692308,0.8322147651006712,0.8733333333333333,0.5037569975852967,0.5440738687389776,20800,1.8536121487617487
32,32,last_layer,5e-05,0.1,20,0.453125,0.53125,0.609375,0.8682692307692308,0.8322147651006712,0.8733333333333333,0.5037569975852967,0.5440738687389776,20800,1.8507970054944356
